2.88872,-2.51854
-2.01572,2.20217
-3.6904,-1.93713
3.0437,-2.84704
0.861432,-3.25725
-2.56599,-2.38315
-3.41755,-0.828473
-3.07504,-0.081793
-2.11005,-0.305108
-2.72664,1.99355
-2.87247,2.21692
-0.903455,-3.39525
0.380065,0.502051
-0.194562,0.686374
1.38277,-1.32131
-1.28524,-2.5557
-0.629045,-1.27975
-3.63797,-1.89604
-0.727093,-1.69742
-2.35531,-0.722828
2.46905,-1.87167
-1.78506,1.82219
-3.62497,2.28882
-3.0371,-1.72251
-3.05642,2.28703
-1.78752,-0.596689
-0.636147,-0.704104
-2.92997,2.83174
-2.89087,-0.625242
-2.19591,-3.90582
-1.70579,-0.175895
-2.22247,-1.80636
-2.34531,-2.50525
-0.431914,-2.37879
-0.197741,0.0284176
-0.959286,0.55587
-3.06726,-1.09374
1.41307,-0.690634
-3.88794,-3.95868
-1.27851,1.46269
-1.58584,1.69509
0.767436,-3.24897
-2.88493,-2.23434
-1.60906,-2.7772
-3.23675,-0.258929
-1.40453,0.54002
-2.05089,-3.24959
-0.120159,-0.190536
-3.36453,-1.8139
-1.46993,1.42467
-2.21179,0.7613
-1.69326,0.814447
0.693807,-3.382
-1.81758,-2.82213
-1.69898,-1.53895
-2.00873,2.36509
0.583148,-0.294056
-1.18836,-3.37005
-3.65871,-2.65933
-3.59512,3.75183
1.89802,-3.63684
0.989658,-1.98627
2.80803,-3.40294
0.0851529,-2.68152
-0.435071,-1.62051
0.282422,-0.0260361
-3.57735,-2.49533
-2.10195,-1.47198
-0.22473,-1.94813
-2.40886,0.925906
-3.86064,1.58165
0.705066,-2.45087
-2.34088,-0.366021
-3.4642,-3.29843
-2.78756,-2.70068
-3.31409,-1.52606
-1.42975,0.436287
-0.386601,-1.6617
-0.777667,1.75865
3.77005,-3.15387
-3.39865,-3.97322
-1.76759,2.09848
0.369775,-3.66112
-1.48167,-2.71092
1.88356,-3.2619
0.393824,-1.12998
-2.41341,-1.03311
2.17989,-1.65343
-1.95391,-3.74256
-1.61913,-0.677028
-3.76221,3.25233
-1.77345,-2.09232
-3.97631,2.03948
-2.20156,1.85548
-2.73615,-2.01848
-1.08592,-2.40652
-1.49096,-0.488988
-2.26805,1.62337
-2.76529,-0.957812
0.187198,-1.59057
1.33445,-2.08236
0.395225,-1.06782
-2.99624,3.58881
3.24682,-2.78572
-3.17878,-2.60496
-3.18453,-1.40519
-2.20598,0.301464
-0.158291,-0.989607
3.32087,-3.47952
-1.40797,-2.18495
-1.61734,-0.413501
-3.35949,-0.748839
-3.99392,2.10849
0.482975,-2.05786
-2.9033,-2.28993
1.43066,-1.43446
-2.87072,-1.39621
-1.22826,-0.178754
-1.61987,-3.52484
-3.11439,0.273848
2.26792,-1.76375
0.546505,-0.782494
1.94847,-2.69991
-0.225438,-1.82988
2.32317,-3.3303
-2.33273,-3.86161
0.704678,-2.25182
3.55979,-3.26095
-0.93213,-2.2994
-3.70264,2.56438
1.7955,-1.60963
1.63048,-2.69666
-3.83362,3.5116
3.70989,-3.7717
-0.360109,-2.85243
-1.81033,1.293
-0.674078,-3.7257
-0.431793,1.24629
2.49527,-3.65713
0.163268,-2.27474
0.227627,0.182349
-1.76386,0.224483
-0.59411,-3.8819
-3.40617,-1.01406
-0.957882,-2.66839
-3.33792,-0.728876
-0.481408,1.21156
0.554249,-0.814594
-0.606744,-0.133609
0.425023,-3.03323
-2.09967,-0.481841
-2.91311,-2.4698
1.71527,-3.76242
-2.52698,-1.1624
1.68578,-3.28127
-0.703571,0.599321
-3.67728,3.14945
1.72863,-3.2712
2.69821,-1.96937
2.75197,-1.99491
-3.42823,1.95564
-0.315912,0.493617
-3.91308,-2.4406
-0.276849,-3.14627
-2.91362,0.164557
-3.15379,2.42442
-1.95511,2.68634
-2.02212,-0.339129
2.81252,-3.32176
2.28911,-1.75431
-3.77366,1.94427
0.0133726,-0.479208
1.35617,-1.01353
-3.10487,-3.964
-3.71945,-0.561451
1.02295,-0.424281
-2.37866,1.76684
-1.546,-0.394364
-3.22887,-0.506726
-2.88077,-3.64995
-3.65979,2.76409
-2.59688,-3.20862
0.529711,-3.87957
-2.87172,-0.458358
-2.67379,-0.702366
-3.97998,-1.51495
0.427375,-3.03368
-2.81005,-1.10308
-2.86039,2.0055
-1.92885,2.9432
1.44385,-3.42036
0.342947,-2.31287
-0.526668,1.11632
-3.5846,3.09525
-3.71616,-0.439465
-0.221923,-1.03764
-1.38115,-1.90733
-1.22483,-2.98028
-2.14995,0.920351
-3.93617,2.36866
-0.294017,-0.50032
-2.77343,-3.25879
-1.63726,-1.29827
-1.45862,-3.57059
0.434911,-1.43713
-3.48456,-2.82522
-0.921917,-3.95652
2.16217,-2.96123
-2.70316,0.874866
-2.17172,2.38165
-0.287853,-2.8412
3.44955,-3.86889
-1.00975,0.314543
-3.4209,1.95379
-0.353047,0.548413
-3.12052,3.22352
-1.04103,-0.328827
3.43203,-2.90232
-1.81302,-2.60712
-2.11385,-1.55174
1.55736,-3.98672
-3.57606,2.0827
-3.44842,0.630329
-0.715575,1.34324
-2.75629,3.12863
2.40217,-3.25276
0.17131,-3.87278
1.66727,-2.19226
1.98737,-2.80655
-0.230733,-3.43003
-2.35949,1.1643
-0.616988,1.0845
2.07471,-1.29983
-0.96871,1.42635
-3.13396,2.45045
1.3314,-2.91998
-1.44985,1.42816
-0.312988,-2.86594
-0.850021,0.73781
0.330858,-3.9016
1.88818,-3.12786
-3.29288,-3.21338
1.43889,-0.487192
-3.24512,3.4352
3.13941,-2.89575
3.44709,-2.54439
-0.232425,-0.226969
0.573005,-2.75317
-0.73128,-3.34075
-3.49887,0.551442
-1.29982,-0.0923105
-1.02072,1.66081
2.36056,-3.49631
0.429408,0.0319142
-3.03446,-3.04908
0.161219,-0.227206
1.18063,-2.67351
-1.48326,1.15826
3.02173,-3.44162
-2.90633,-3.76663
-3.41951,3.23718
-2.93974,-0.0105385
-2.90462,-0.197269
2.45719,-3.03579
-2.22513,1.16865
-0.267619,-2.64562
-3.57814,-2.46879
0.245675,-0.579915
2.19048,-1.88309
0.459764,-2.47048
-2.34029,-2.2527
-3.96463,-2.37552
1.95741,-1.5478
-1.28538,0.276509
-3.82054,-2.81327
-3.29461,3.87258
-2.06927,-2.48386
-2.11487,1.75173
-3.30236,2.13415
-2.76269,-3.49339
-1.52372,-3.39154
-0.422003,-1.69468
-3.95066,-1.09562
3.47254,-2.85284
-3.85407,3.11099
-3.32437,0.258806
-0.376275,1.12324
-1.39119,-0.696672
-2.70176,-0.181607
0.758454,-3.97164
-2.45248,1.63921
-3.03745,-1.96286
-2.62599,0.551734
-1.58035,-2.90478
0.372672,-3.35835
-0.758824,-0.450625
-3.20273,2.48157
-1.11332,1.9924
-2.67876,1.42076
0.263723,-1.15332
3.26906,-2.48891
0.93089,-2.728
0.645876,-1.65638
0.127652,0.338915
-3.77097,0.721994
1.74331,-2.82724
-0.581221,-0.136917
0.207472,0.564732
0.00772701,-3.5056
-2.88098,2.50061
-3.93969,-3.71612
-2.52005,-0.0594843
0.800129,-1.69165
2.49672,-2.91477
2.82356,-2.85469
-1.21532,-1.56577
-3.37938,1.34893
-3.83816,-0.815652
1.86306,-2.015
-3.73514,-0.945057
3.69908,-3.36687
0.241878,-2.15695
1.03972,-2.20262
-0.849944,-3.39417
0.00700964,-1.53776
-1.10015,0.0714109
-1.38103,-2.07027
-1.68699,-2.34401
-3.16091,0.551633
-0.342337,-2.88882
-2.93749,-2.56645
0.439093,0.475387
-2.66553,-3.05182
-2.4384,-2.95144
-1.54779,-0.0823382
-0.592075,0.563927
0.29878,0.406637
3.78678,-3.75357
-2.91143,3.97516
-2.22939,0.388037
1.68982,-3.72751
0.0565494,-1.59172
-1.68112,-2.9303
0.970368,-0.433568
0.494828,-0.595146
-2.21852,2.68261
-3.08021,-0.291624
-2.29252,3.24895
-3.48535,-0.953792
3.94522,-3.63417
-3.40461,-0.834637
-2.55985,-0.206856
-1.0225,-3.01908
-2.47681,-3.07472
0.624673,-2.22176
2.42082,-3.0826
-0.438297,1.13468
1.04218,-2.61657
-1.33527,2.23301
-3.65861,0.310155
-2.67683,1.76269
-3.16556,2.2564
1.28778,-3.14144
-2.06572,2.36447
-3.96092,3.29823
2.9969,-2.4255
-2.92691,-3.2014
-3.25589,0.14419
-0.207113,-3.08227
-3.44371,-1.62271
0.957668,-3.72756
-1.45389,-0.0735851
0.157825,-2.05825
1.04911,-2.5792
0.543111,-1.91818
-1.15821,0.353271
-1.54327,-0.331273
-3.92174,2.05492
-0.730343,-0.290221
-3.25342,3.61347
-3.4901,3.70785
